20,95,48
1452,1,0,0
1456,1,0,0
1460,1,0,0
1464,1,0,0
1465,1,0,0
1469,1,0,0
1473,1,0,0
1477,1,0,0
1481,1,0,0
1485,1,0,0
1492,1,0,0
1496,1,0,0
1500,1,0,0
1504,1,0,0
1508,1,0,0
1512,1,0,0
1513,1,0,0
1517,1,0,0
1521,1,0,0
1525,1,0,0
1529,1,0,0
1533,1,0,0
1540,1,0,0
1544,1,0,0
1548,1,0,0
1552,1,0,0
1556,1,0,0
1560,1,0,0
1561,1,0,0
1565,1,0,0
1569,1,0,0
1573,1,0,0
1577,1,0,0
1581,1,0,0
1588,1,0,0
1592,1,0,0
1596,1,0,0
1600,1,0,0
1604,1,0,0
1608,1,0,0
1609,1,0,0
1613,1,0,0
1617,1,0,0
1621,1,0,0
1625,1,0,0
1629,1,0,0
1636,1,0,0
1640,1,0,0
1644,1,0,0
1648,1,0,0
1652,1,0,0
1656,1,0,0
1657,1,0,0
1661,1,0,0
1665,1,0,0
1669,1,0,0
1673,1,0,0
1677,1,0,0
1684,1,0,0
1688,1,0,0
1692,1,0,0
1696,1,0,0
1700,1,0,0
1704,1,0,0
1705,1,0,0
1709,1,0,0
1713,1,0,0
1717,1,0,0
1721,1,0,0
1725,1,0,0
1732,1,0,0
1736,1,0,0
1740,1,0,0
1744,1,0,0
1748,1,0,0
1752,1,0,0
1753,1,0,0
1757,1,0,0
1761,1,0,0
1765,1,0,0
1769,1,0,0
1773,1,0,0
1780,1,0,0
1784,1,0,0
1788,1,0,0
1792,1,0,0
1796,1,0,0
1800,1,0,0
1801,1,0,0
1805,1,0,0
1809,1,0,0
1813,1,0,0
1817,1,0,0
1821,1,0,0
1828,1,0,0
1832,1,0,0
1836,1,0,0
1840,1,0,0
1844,1,0,0
1848,1,0,0
1849,1,0,0
1853,1,0,0
1857,1,0,0
1861,1,0,0
1865,1,0,0
1869,1,0,0
1876,1,0,0
1880,1,0,0
1884,1,0,0
1888,1,0,0
1892,1,0,0
1896,1,0,0
1897,1,0,0
1901,1,0,0
1905,1,0,0
1909,1,0,0
1913,1,0,0
1917,1,0,0
1924,1,0,0
1928,1,0,0
1932,1,0,0
1936,1,0,0
1940,1,0,0
1944,1,0,0
1945,1,0,0
1949,1,0,0
1953,1,0,0
1957,1,0,0
1961,1,0,0
1965,1,0,0
1972,1,0,0
1976,1,0,0
1980,1,0,0
1984,1,0,0
1988,1,0,0
1992,1,0,0
1993,1,0,0
1997,1,0,0
2001,1,0,0
2005,1,0,0
2009,1,0,0
2013,1,0,0
2020,1,0,0
2024,1,0,0
2028,1,0,0
2032,1,0,0
2036,1,0,0
2040,1,0,0
2041,1,0,0
2045,1,0,0
2049,1,0,0
2053,1,0,0
2057,1,0,0
2061,1,0,0
2068,1,0,0
2072,1,0,0
2076,1,0,0
2080,1,0,0
2084,1,0,0
2088,1,0,0
2089,1,0,0
2093,1,0,0
2097,1,0,0
2101,1,0,0
2105,1,0,0
2109,1,0,0
2116,1,0,0
2120,1,0,0
2124,1,0,0
2128,1,0,0
2132,1,0,0
2136,1,0,0
2137,1,0,0
2141,1,0,0
2145,1,0,0
2149,1,0,0
2153,1,0,0
2157,1,0,0
2164,1,0,0
2168,1,0,0
2172,1,0,0
2176,1,0,0
2180,1,0,0
2184,1,0,0
2185,1,0,0
2189,1,0,0
2193,1,0,0
2197,1,0,0
2201,1,0,0
2205,1,0,0
2212,1,0,0
2216,1,0,0
2220,1,0,0
2224,1,0,0
2228,1,0,0
2232,1,0,0
2233,1,0,0
2237,1,0,0
2241,1,0,0
2245,1,0,0
2249,1,0,0
2253,1,0,0
2260,1,0,0
2264,1,0,0
2268,1,0,0
2272,1,0,0
2276,1,0,0
2280,1,0,0
2281,1,0,0
2285,1,0,0
2289,1,0,0
2293,1,0,0
2297,1,0,0
2301,1,0,0
2308,1,0,0
2312,1,0,0
2316,1,0,0
2320,1,0,0
2324,1,0,0
2328,1,0,0
2329,1,0,0
2333,1,0,0
2337,1,0,0
2341,1,0,0
2345,1,0,0
2349,1,0,0
2356,1,0,0
2360,1,0,0
2364,1,0,0
2368,1,0,0
2372,1,0,0
2376,1,0,0
2377,1,0,0
2381,1,0,0
2385,1,0,0
2389,1,0,0
2393,1,0,0
2397,1,0,0
2404,1,0,0
2408,1,0,0
2412,1,0,0
2416,1,0,0
2420,1,0,0
2424,1,0,0
2425,1,0,0
2429,1,0,0
2433,1,0,0
2437,1,0,0
2441,1,0,0
2445,1,0,0
2452,1,0,0
2456,1,0,0
2460,1,0,0
2464,1,0,0
2468,1,0,0
2472,1,0,0
2473,1,0,0
2477,1,0,0
2481,1,0,0
2485,1,0,0
2489,1,0,0
2493,1,0,0
2500,1,0,0
2504,1,0,0
2508,1,0,0
2512,1,0,0
2516,1,0,0
2520,1,0,0
2521,1,0,0
2525,1,0,0
2529,1,0,0
2533,1,0,0
2537,1,0,0
2541,1,0,0
2548,1,0,0
2552,1,0,0
2556,1,0,0
2560,1,0,0
2564,1,0,0
2568,1,0,0
2569,1,0,0
2573,1,0,0
2577,1,0,0
2581,1,0,0
2585,1,0,0
2589,1,0,0
2596,1,0,0
2600,1,0,0
2604,1,0,0
2608,1,0,0
2612,1,0,0
2616,1,0,0
2617,1,0,0
2621,1,0,0
2625,1,0,0
2629,1,0,0
2633,1,0,0
2637,1,0,0
2644,1,0,0
2648,1,0,0
2652,1,0,0
2656,1,0,0
2660,1,0,0
2664,1,0,0
2665,1,0,0
2669,1,0,0
2673,1,0,0
2677,1,0,0
2681,1,0,0
2685,1,0,0
2692,1,0,0
2696,1,0,0
2700,1,0,0
2704,1,0,0
2708,1,0,0
2712,1,0,0
2713,1,0,0
2717,1,0,0
2721,1,0,0
2725,1,0,0
2729,1,0,0
2733,1,0,0
2740,1,0,0
2744,1,0,0
2748,1,0,0
2752,1,0,0
2756,1,0,0
2760,1,0,0
2761,1,0,0
2765,1,0,0
2769,1,0,0
2773,1,0,0
2777,1,0,0
2781,1,0,0
2788,1,0,0
2792,1,0,0
2796,1,0,0
2800,1,0,0
2804,1,0,0
2808,1,0,0
2809,1,0,0
2813,1,0,0
2817,1,0,0
2821,1,0,0
2825,1,0,0
2829,1,0,0
2836,1,0,0
2840,1,0,0
2844,1,0,0
2848,1,0,0
2852,1,0,0
2856,1,0,0
2857,1,0,0
2861,1,0,0
2865,1,0,0
2869,1,0,0
2873,1,0,0
2877,1,0,0
2884,1,0,0
2888,1,0,0
2892,1,0,0
2896,1,0,0
2900,1,0,0
2904,1,0,0
2905,1,0,0
2909,1,0,0
2913,1,0,0
2917,1,0,0
2921,1,0,0
2925,1,0,0
2932,1,0,0
2936,1,0,0
2940,1,0,0
2944,1,0,0
2948,1,0,0
2952,1,0,0
2953,1,0,0
2957,1,0,0
2961,1,0,0
2965,1,0,0
2969,1,0,0
2973,1,0,0
2980,1,0,0
2984,1,0,0
2988,1,0,0
2992,1,0,0
2996,1,0,0
3000,1,0,0
3001,1,0,0
3005,1,0,0
3009,1,0,0
3013,1,0,0
3017,1,0,0
3021,1,0,0
3028,1,0,0
3032,1,0,0
3036,1,0,0
3040,1,0,0
3044,1,0,0
3048,1,0,0
3049,1,0,0
3053,1,0,0
3057,1,0,0
3061,1,0,0
3065,1,0,0
3069,1,0,0
3076,1,0,0
3080,1,0,0
3084,1,0,0
3088,1,0,0
3092,1,0,0
3096,1,0,0
3097,1,0,0
3101,1,0,0
3105,1,0,0
3109,1,0,0
3113,1,0,0
3117,1,0,0
3124,1,0,0
3128,1,0,0
3132,1,0,0
3136,1,0,0
3140,1,0,0
3144,1,0,0
3145,1,0,0
3149,1,0,0
3153,1,0,0
3157,1,0,0
3161,1,0,0
3165,1,0,0
3172,1,0,0
3176,1,0,0
3180,1,0,0
3184,1,0,0
3188,1,0,0
3192,1,0,0
3193,1,0,0
3197,1,0,0
3201,1,0,0
3205,1,0,0
3209,1,0,0
3213,1,0,0
3220,1,0,0
3224,1,0,0
3228,1,0,0
3232,1,0,0
3236,1,0,0
3240,1,0,0
3241,1,0,0
3245,1,0,0
3249,1,0,0
3253,1,0,0
3257,1,0,0
3261,1,0,0
3268,1,0,0
3272,1,0,0
3276,1,0,0
3280,1,0,0
3284,1,0,0
3288,1,0,0
3289,1,0,0
3293,1,0,0
3297,1,0,0
3301,1,0,0
3305,1,0,0
3309,1,0,0
3316,1,0,0
3320,1,0,0
3324,1,0,0
3328,1,0,0
3332,1,0,0
3336,1,0,0
3337,1,0,0
3341,1,0,0
3345,1,0,0
3349,1,0,0
3353,1,0,0
3357,1,0,0
3364,1,0,0
3368,1,0,0
3372,1,0,0
3376,1,0,0
3380,1,0,0
3384,1,0,0
3385,1,0,0
3389,1,0,0
3393,1,0,0
3397,1,0,0
3401,1,0,0
3405,1,0,0
3412,1,0,0
3416,1,0,0
3420,1,0,0
3424,1,0,0
3428,1,0,0
3432,1,0,0
3433,1,0,0
3437,1,0,0
3441,1,0,0
3445,1,0,0
3449,1,0,0
3453,1,0,0
3460,1,0,0
3464,1,0,0
3468,1,0,0
3472,1,0,0
3476,1,0,0
3480,1,0,0
3481,1,0,0
3485,1,0,0
3489,1,0,0
3493,1,0,0
3497,1,0,0
3501,1,0,0
3508,1,0,0
3512,1,0,0
3516,1,0,0
3520,1,0,0
3524,1,0,0
3528,1,0,0
3529,1,0,0
3533,1,0,0
3537,1,0,0
3541,1,0,0
3545,1,0,0
3549,1,0,0
3556,1,0,0
3560,1,0,0
3564,1,0,0
3568,1,0,0
3572,1,0,0
3574,0,0,1
3576,1,0,0
3577,1,0,0
3581,1,0,0
3585,1,0,0
3589,1,0,0
3593,1,0,0
3597,1,0,0
3604,1,0,0
3608,1,0,0
3612,1,0,0
3616,1,0,0
3620,1,0,0
3621,1,0,0
3622,1,0,0
3623,1,0,0
3624,1,0,0
3625,1,0,0
3629,1,0,0
3633,1,0,0
3637,1,0,0
3641,1,0,0
3645,1,0,0
3652,1,0,0
3656,1,0,0
3660,1,0,0
3664,1,0,0
3677,1,0,0
3681,1,0,0
3685,1,0,0
3689,1,0,0
3693,1,0,0
3700,1,0,0
3704,1,0,0
3708,1,0,0
3712,1,0,0
3725,1,0,0
3729,1,0,0
3733,1,0,0
3737,1,0,0
3741,1,0,0
3748,1,0,0
3752,1,0,0
3756,1,0,0
3760,1,0,0
3773,1,0,0
3777,1,0,0
3781,1,0,0
3785,1,0,0
3789,1,0,0
3796,1,0,0
3800,1,0,0
3804,1,0,0
3808,1,0,0
3809,1,0,0
3810,1,0,0
3811,1,0,0
3812,1,0,0
3813,1,0,0
3814,1,0,0
3815,1,0,0
3816,1,0,0
3817,1,0,0
3818,1,0,0
3819,1,0,0
3820,1,0,0
3821,1,0,0
3825,1,0,0
3829,1,0,0
3833,1,0,0
3837,1,0,0
3844,1,0,0
3848,1,0,0
3852,1,0,0
3873,1,0,0
3877,1,0,0
3881,1,0,0
3885,1,0,0
3892,1,0,0
3896,1,0,0
3900,1,0,0
3921,1,0,0
3925,1,0,0
3929,1,0,0
3933,1,0,0
3940,1,0,0
3944,1,0,0
3948,1,0,0
3969,1,0,0
3973,1,0,0
3977,1,0,0
3981,1,0,0
3988,1,0,0
3992,1,0,0
3996,1,0,0
3997,1,0,0
3998,1,0,0
3999,1,0,0
4000,1,0,0
4001,1,0,0
4002,1,0,0
4003,1,0,0
4004,1,0,0
4005,1,0,0
4006,1,0,0
4007,1,0,0
4008,1,0,0
4009,1,0,0
4010,1,0,0
4011,1,0,0
4012,1,0,0
4013,1,0,0
4014,1,0,0
4015,1,0,0
4016,1,0,0
4017,1,0,0
4021,1,0,0
4025,1,0,0
4029,1,0,0
4036,1,0,0
4040,1,0,0
4069,1,0,0
4073,1,0,0
4077,1,0,0
4084,1,0,0
4088,1,0,0
4117,1,0,0
4121,1,0,0
4125,1,0,0
4132,1,0,0
4136,1,0,0
4165,1,0,0
4169,1,0,0
4173,1,0,0
4180,1,0,0
4184,1,0,0
4185,1,0,0
4186,1,0,0
4187,1,0,0
4188,1,0,0
4189,1,0,0
4190,1,0,0
4191,1,0,0
4192,1,0,0
4193,1,0,0
4194,1,0,0
4195,1,0,0
4196,1,0,0
4197,1,0,0
4198,1,0,0
4199,1,0,0
4200,1,0,0
4201,1,0,0
4202,1,0,0
4203,1,0,0
4204,1,0,0
4205,1,0,0
4206,1,0,0
4207,1,0,0
4208,1,0,0
4209,1,0,0
4210,1,0,0
4211,1,0,0
4212,1,0,0
4213,1,0,0
4217,1,0,0
4221,1,0,0
4228,1,0,0
4265,1,0,0
4269,1,0,0
4276,1,0,0
4313,1,0,0
4317,1,0,0
4324,1,0,0
4361,1,0,0
4365,1,0,0
4372,1,0,0
4373,1,0,0
4374,1,0,0
4375,1,0,0
4376,1,0,0
4377,1,0,0
4378,1,0,0
4379,1,0,0
4380,1,0,0
4381,1,0,0
4382,1,0,0
4383,1,0,0
4384,1,0,0
4385,1,0,0
4386,1,0,0
4387,1,0,0
4388,1,0,0
4389,1,0,0
4390,1,0,0
4391,1,0,0
4392,1,0,0
4393,1,0,0
4394,1,0,0
4395,1,0,0
4396,1,0,0
4397,1,0,0
4398,1,0,0
4399,1,0,0
4400,1,0,0
4401,1,0,0
4402,1,0,0
4403,1,0,0
4404,1,0,0
4405,1,0,0
4406,1,0,0
4407,1,0,0
4408,1,0,0
4409,1,0,0
4413,1,0,0
4461,1,0,0
4509,1,0,0
4557,1,0,0
4559,0,1,0
